,Time,Country,Series,Pay period,value
618,2008-01-01,Netherlands,In 2015 constant prices at 2015 USD PPPs,Annual,21915.264
619,2009-01-01,Netherlands,In 2015 constant prices at 2015 USD PPPs,Annual,22366.592
620,2010-01-01,Netherlands,In 2015 constant prices at 2015 USD PPPs,Annual,22433.141
621,2011-01-01,Netherlands,In 2015 constant prices at 2015 USD PPPs,Annual,22075.713
622,2012-01-01,Netherlands,In 2015 constant prices at 2015 USD PPPs,Annual,21994.473
623,2013-01-01,Netherlands,In 2015 constant prices at 2015 USD PPPs,Annual,21723.5
624,2014-01-01,Netherlands,In 2015 constant prices at 2015 USD PPPs,Annual,21820.785
625,2015-01-01,Netherlands,In 2015 constant prices at 2015 USD PPPs,Annual,21856.795
626,2016-01-01,Netherlands,In 2015 constant prices at 2015 USD PPPs,Annual,22209.799
627,2006-01-01,Netherlands,In 2015 constant prices at 2015 USD PPPs,Hourly,9.6256704
628,2007-01-01,Netherlands,In 2015 constant prices at 2015 USD PPPs,Hourly,9.6972799
629,2008-01-01,Netherlands,In 2015 constant prices at 2015 USD PPPs,Hourly,9.7287598
630,2009-01-01,Netherlands,In 2015 constant prices at 2015 USD PPPs,Hourly,9.9294205
631,2010-01-01,Netherlands,In 2015 constant prices at 2015 USD PPPs,Hourly,9.9588604
632,2011-01-01,Netherlands,In 2015 constant prices at 2015 USD PPPs,Hourly,9.7999802
633,2012-01-01,Netherlands,In 2015 constant prices at 2015 USD PPPs,Hourly,9.7642403
634,2013-01-01,Netherlands,In 2015 constant prices at 2015 USD PPPs,Hourly,9.6435804
635,2014-01-01,Netherlands,In 2015 constant prices at 2015 USD PPPs,Hourly,9.6868496
636,2015-01-01,Netherlands,In 2015 constant prices at 2015 USD PPPs,Hourly,9.7027102
637,2016-01-01,Netherlands,In 2015 constant prices at 2015 USD PPPs,Hourly,9.8594904
638,2006-01-01,Netherlands,In 2015 constant prices at 2015 USD exchange rates,Annual,21413.902
639,2007-01-01,Netherlands,In 2015 constant prices at 2015 USD exchange rates,Annual,21574.891
640,2008-01-01,Netherlands,In 2015 constant prices at 2015 USD exchange rates,Annual,21644.621
641,2009-01-01,Netherlands,In 2015 constant prices at 2015 USD exchange rates,Annual,22090.377
642,2010-01-01,Netherlands,In 2015 constant prices at 2015 USD exchange rates,Annual,22156.104
643,2011-01-01,Netherlands,In 2015 constant prices at 2015 USD exchange rates,Annual,21803.09
644,2012-01-01,Netherlands,In 2015 constant prices at 2015 USD exchange rates,Annual,21722.854
645,2013-01-01,Netherlands,In 2015 constant prices at 2015 USD exchange rates,Annual,21455.227
646,2014-01-01,Netherlands,In 2015 constant prices at 2015 USD exchange rates,Annual,21551.311
647,2015-01-01,Netherlands,In 2015 constant prices at 2015 USD exchange rates,Annual,21586.875
648,2016-01-01,Netherlands,In 2015 constant prices at 2015 USD exchange rates,Annual,21935.52
649,2006-01-01,Netherlands,In 2015 constant prices at 2015 USD exchange rates,Hourly,9.507
650,2007-01-01,Netherlands,In 2015 constant prices at 2015 USD exchange rates,Hourly,9.5780001
651,2008-01-01,Netherlands,In 2015 constant prices at 2015 USD exchange rates,Hourly,9.6090002
652,2009-01-01,Netherlands,In 2015 constant prices at 2015 USD exchange rates,Hourly,9.8070002
653,2010-01-01,Netherlands,In 2015 constant prices at 2015 USD exchange rates,Hourly,9.8360004
654,2011-01-01,Netherlands,In 2015 constant prices at 2015 USD exchange rates,Hourly,9.6789999
655,2012-01-01,Netherlands,In 2015 constant prices at 2015 USD exchange rates,Hourly,9.6440001
656,2013-01-01,Netherlands,In 2015 constant prices at 2015 USD exchange rates,Hourly,9.5240002
657,2014-01-01,Netherlands,In 2015 constant prices at 2015 USD exchange rates,Hourly,9.5670004
658,2015-01-01,Netherlands,In 2015 constant prices at 2015 USD exchange rates,Hourly,9.5830002
659,2016-01-01,Netherlands,In 2015 constant prices at 2015 USD exchange rates,Hourly,9.7379999
660,2006-01-01,Estonia,In 2015 constant prices at 2015 USD PPPs,Annual,5179.6499
661,2007-01-01,Estonia,In 2015 constant prices at 2015 USD PPPs,Annual,5830.6699
662,2008-01-01,Estonia,In 2015 constant prices at 2015 USD PPPs,Annual,6383.8848
663,2009-01-01,Estonia,In 2015 constant prices at 2015 USD PPPs,Annual,6388.894
664,2010-01-01,Estonia,In 2015 constant prices at 2015 USD PPPs,Annual,6204.4941
665,2011-01-01,Estonia,In 2015 constant prices at 2015 USD PPPs,Annual,5910.0601
666,2012-01-01,Estonia,In 2015 constant prices at 2015 USD PPPs,Annual,5932.1382
667,2013-01-01,Estonia,In 2015 constant prices at 2015 USD PPPs,Annual,6368.1611
668,2014-01-01,Estonia,In 2015 constant prices at 2015 USD PPPs,Annual,7072.6411
669,2015-01-01,Estonia,In 2015 constant prices at 2015 USD PPPs,Annual,7807.5259
670,2016-01-01,Estonia,In 2015 constant prices at 2015 USD PPPs,Annual,8594.9775
671,2006-01-01,Estonia,In 2015 constant prices at 2015 USD PPPs,Hourly,2.48333
672,2007-01-01,Estonia,In 2015 constant prices at 2015 USD PPPs,Hourly,2.7955101
673,2008-01-01,Estonia,In 2015 constant prices at 2015 USD PPPs,Hourly,3.0608101
674,2009-01-01,Estonia,In 2015 constant prices at 2015 USD PPPs,Hourly,3.06321
675,2010-01-01,Estonia,In 2015 constant prices at 2015 USD PPPs,Hourly,2.9748001
676,2011-01-01,Estonia,In 2015 constant prices at 2015 USD PPPs,Hourly,2.8336301
677,2012-01-01,Estonia,In 2015 constant prices at 2015 USD PPPs,Hourly,2.8441701
678,2013-01-01,Estonia,In 2015 constant prices at 2015 USD PPPs,Hourly,3.0532701
679,2014-01-01,Estonia,In 2015 constant prices at 2015 USD PPPs,Hourly,3.391
680,2015-01-01,Estonia,In 2015 constant prices at 2015 USD PPPs,Hourly,3.74334
681,2016-01-01,Estonia,In 2015 constant prices at 2015 USD PPPs,Hourly,4.1209002
682,2006-01-01,Estonia,In 2015 constant prices at 2015 USD exchange rates,Annual,3443.3291
683,2007-01-01,Estonia,In 2015 constant prices at 2015 USD exchange rates,Annual,3876.114
684,2008-01-01,Estonia,In 2015 constant prices at 2015 USD exchange rates,Annual,4243.8799
685,2009-01-01,Estonia,In 2015 constant prices at 2015 USD exchange rates,Annual,4247.21
686,2010-01-01,Estonia,In 2015 constant prices at 2015 USD exchange rates,Annual,4124.624
687,2011-01-01,Estonia,In 2015 constant prices at 2015 USD exchange rates,Annual,3928.8911
688,2012-01-01,Estonia,In 2015 constant prices at 2015 USD exchange rates,Annual,3943.5681
689,2013-01-01,Estonia,In 2015 constant prices at 2015 USD exchange rates,Annual,4233.4268
690,2014-01-01,Estonia,In 2015 constant prices at 2015 USD exchange rates,Annual,4701.751
691,2015-01-01,Estonia,In 2015 constant prices at 2015 USD exchange rates,Annual,5190.2881
692,2016-01-01,Estonia,In 2015 constant prices at 2015 USD exchange rates,Annual,5713.771
693,2006-01-01,Estonia,In 2015 constant prices at 2015 USD exchange rates,Hourly,1.651
694,2007-01-01,Estonia,In 2015 constant prices at 2015 USD exchange rates,Hourly,1.858
695,2008-01-01,Estonia,In 2015 constant prices at 2015 USD exchange rates,Hourly,2.0350001
696,2009-01-01,Estonia,In 2015 constant prices at 2015 USD exchange rates,Hourly,2.036
697,2010-01-01,Estonia,In 2015 constant prices at 2015 USD exchange rates,Hourly,1.978
698,2011-01-01,Estonia,In 2015 constant prices at 2015 USD exchange rates,Hourly,1.8839999
699,2012-01-01,Estonia,In 2015 constant prices at 2015 USD exchange rates,Hourly,1.891
700,2013-01-01,Estonia,In 2015 constant prices at 2015 USD exchange rates,Hourly,2.03
701,2014-01-01,Estonia,In 2015 constant prices at 2015 USD exchange rates,Hourly,2.2539999
702,2015-01-01,Estonia,In 2015 constant prices at 2015 USD exchange rates,Hourly,2.4879999
703,2016-01-01,Estonia,In 2015 constant prices at 2015 USD exchange rates,Hourly,2.7390001
704,2006-01-01,Hungary,In 2015 constant prices at 2015 USD PPPs,Annual,7211.1138
705,2007-01-01,Hungary,In 2015 constant prices at 2015 USD PPPs,Annual,7000.125
706,2008-01-01,Hungary,In 2015 constant prices at 2015 USD PPPs,Annual,6953.981
707,2009-01-01,Hungary,In 2015 constant prices at 2015 USD PPPs,Annual,6914.71
708,2010-01-01,Hungary,In 2015 constant prices at 2015 USD PPPs,Annual,6778.9722
709,2011-01-01,Hungary,In 2015 constant prices at 2015 USD PPPs,Annual,6921.9839
710,2012-01-01,Hungary,In 2015 constant prices at 2015 USD PPPs,Annual,7811.6089
711,2013-01-01,Hungary,In 2015 constant prices at 2015 USD PPPs,Annual,8091.3501
712,2014-01-01,Hungary,In 2015 constant prices at 2015 USD PPPs,Annual,8399.4414
713,2015-01-01,Hungary,In 2015 constant prices at 2015 USD PPPs,Annual,8694.4355
714,2016-01-01,Hungary,In 2015 constant prices at 2015 USD PPPs,Annual,9155.1201
715,2006-01-01,Hungary,In 2015 constant prices at 2015 USD PPPs,Hourly,3.47191
716,2007-01-01,Hungary,In 2015 constant prices at 2015 USD PPPs,Hourly,3.3700299
717,2008-01-01,Hungary,In 2015 constant prices at 2015 USD PPPs,Hourly,3.34849
718,2009-01-01,Hungary,In 2015 constant prices at 2015 USD PPPs,Hourly,3.3292201
719,2010-01-01,Hungary,In 2015 constant prices at 2015 USD PPPs,Hourly,3.26421
720,2011-01-01,Hungary,In 2015 constant prices at 2015 USD PPPs,Hourly,3.33305
721,2012-01-01,Hungary,In 2015 constant prices at 2015 USD PPPs,Hourly,3.76091
722,2013-01-01,Hungary,In 2015 constant prices at 2015 USD PPPs,Hourly,3.89568
723,2014-01-01,Hungary,In 2015 constant prices at 2015 USD PPPs,Hourly,4.04387
724,2015-01-01,Hungary,In 2015 constant prices at 2015 USD PPPs,Hourly,4.16781
725,2016-01-01,Hungary,In 2015 constant prices at 2015 USD PPPs,Hourly,4.3919802
726,2006-01-01,Hungary,In 2015 constant prices at 2015 USD exchange rates,Annual,3741.1919
727,2007-01-01,Hungary,In 2015 constant prices at 2015 USD exchange rates,Annual,3631.729
728,2008-01-01,Hungary,In 2015 constant prices at 2015 USD exchange rates,Annual,3607.79
729,2009-01-01,Hungary,In 2015 constant prices at 2015 USD exchange rates,Annual,3587.415
730,2010-01-01,Hungary,In 2015 constant prices at 2015 USD exchange rates,Annual,3516.9929
731,2011-01-01,Hungary,In 2015 constant prices at 2015 USD exchange rates,Annual,3591.189
732,2012-01-01,Hungary,In 2015 constant prices at 2015 USD exchange rates,Annual,4052.7339
733,2013-01-01,Hungary,In 2015 constant prices at 2015 USD exchange rates,Annual,4197.8672
734,2014-01-01,Hungary,In 2015 constant prices at 2015 USD exchange rates,Annual,4357.707
735,2015-01-01,Hungary,In 2015 constant prices at 2015 USD exchange rates,Annual,4510.7529
736,2016-01-01,Hungary,In 2015 constant prices at 2015 USD exchange rates,Annual,4749.7612
737,2006-01-01,Hungary,In 2015 constant prices at 2015 USD exchange rates,Hourly,1.801
738,2007-01-01,Hungary,In 2015 constant prices at 2015 USD exchange rates,Hourly,1.748
739,2008-01-01,Hungary,In 2015 constant prices at 2015 USD exchange rates,Hourly,1.737
740,2009-01-01,Hungary,In 2015 constant prices at 2015 USD exchange rates,Hourly,1.727
741,2010-01-01,Hungary,In 2015 constant prices at 2015 USD exchange rates,Hourly,1.693
742,2011-01-01,Hungary,In 2015 constant prices at 2015 USD exchange rates,Hourly,1.729
743,2012-01-01,Hungary,In 2015 constant prices at 2015 USD exchange rates,Hourly,1.951
744,2013-01-01,Hungary,In 2015 constant prices at 2015 USD exchange rates,Hourly,2.0209999
745,2014-01-01,Hungary,In 2015 constant prices at 2015 USD exchange rates,Hourly,2.098
746,2015-01-01,Hungary,In 2015 constant prices at 2015 USD exchange rates,Hourly,2.1619999
747,2016-01-01,Hungary,In 2015 constant prices at 2015 USD exchange rates,Hourly,2.279
748,2006-01-01,Poland,In 2015 constant prices at 2015 USD PPPs,Annual,7104.0459
749,2007-01-01,Poland,In 2015 constant prices at 2015 USD PPPs,Annual,7218.9321
750,2008-01-01,Poland,In 2015 constant prices at 2015 USD PPPs,Annual,8337.0762
751,2009-01-01,Poland,In 2015 constant prices at 2015 USD PPPs,Annual,9102.2334
752,2010-01-01,Poland,In 2015 constant prices at 2015 USD PPPs,Annual,9158.3535
753,2011-01-01,Poland,In 2015 constant prices at 2015 USD PPPs,Annual,9246.1934
754,2012-01-01,Poland,In 2015 constant prices at 2015 USD PPPs,Annual,9662.6768
755,2013-01-01,Poland,In 2015 constant prices at 2015 USD PPPs,Annual,10205.613
756,2014-01-01,Poland,In 2015 constant prices at 2015 USD PPPs,Annual,10710.136
757,2015-01-01,Poland,In 2015 constant prices at 2015 USD PPPs,Annual,11254.773
758,2016-01-01,Poland,In 2015 constant prices at 2015 USD PPPs,Annual,11977.516
759,2006-01-01,Poland,In 2015 constant prices at 2015 USD PPPs,Hourly,3.40605
760,2007-01-01,Poland,In 2015 constant prices at 2015 USD PPPs,Hourly,3.4611299
761,2008-01-01,Poland,In 2015 constant prices at 2015 USD PPPs,Hourly,3.9972301
762,2009-01-01,Poland,In 2015 constant prices at 2015 USD PPPs,Hourly,4.36408
763,2010-01-01,Poland,In 2015 constant prices at 2015 USD PPPs,Hourly,4.3909898
764,2011-01-01,Poland,In 2015 constant prices at 2015 USD PPPs,Hourly,4.4331102
765,2012-01-01,Poland,In 2015 constant prices at 2015 USD PPPs,Hourly,4.6327901
766,2013-01-01,Poland,In 2015 constant prices at 2015 USD PPPs,Hourly,4.8930998
767,2014-01-01,Poland,In 2015 constant prices at 2015 USD PPPs,Hourly,5.1350002
768,2015-01-01,Poland,In 2015 constant prices at 2015 USD PPPs,Hourly,5.3961201
769,2016-01-01,Poland,In 2015 constant prices at 2015 USD PPPs,Hourly,5.74264
770,2006-01-01,Poland,In 2015 constant prices at 2015 USD exchange rates,Annual,3516.4509
771,2007-01-01,Poland,In 2015 constant prices at 2015 USD exchange rates,Annual,3573.3191
772,2008-01-01,Poland,In 2015 constant prices at 2015 USD exchange rates,Annual,4126.792
773,2009-01-01,Poland,In 2015 constant prices at 2015 USD exchange rates,Annual,4505.5391
774,2010-01-01,Poland,In 2015 constant prices at 2015 USD exchange rates,Annual,4533.3179
775,2011-01-01,Poland,In 2015 constant prices at 2015 USD exchange rates,Annual,4576.7979
776,2012-01-01,Poland,In 2015 constant prices at 2015 USD exchange rates,Annual,4782.9541
777,2013-01-01,Poland,In 2015 constant prices at 2015 USD exchange rates,Annual,5051.7041
778,2014-01-01,Poland,In 2015 constant prices at 2015 USD exchange rates,Annual,5301.439
779,2015-01-01,Poland,In 2015 constant prices at 2015 USD exchange rates,Annual,5571.0308
780,2016-01-01,Poland,In 2015 constant prices at 2015 USD exchange rates,Annual,5928.7832
781,2006-01-01,Poland,In 2015 constant prices at 2015 USD exchange rates,Hourly,1.686
782,2007-01-01,Poland,In 2015 constant prices at 2015 USD exchange rates,Hourly,1.7130001
783,2008-01-01,Poland,In 2015 constant prices at 2015 USD exchange rates,Hourly,1.979
784,2009-01-01,Poland,In 2015 constant prices at 2015 USD exchange rates,Hourly,2.1600001
785,2010-01-01,Poland,In 2015 constant prices at 2015 USD exchange rates,Hourly,2.174
786,2011-01-01,Poland,In 2015 constant prices at 2015 USD exchange rates,Hourly,2.194
787,2012-01-01,Poland,In 2015 constant prices at 2015 USD exchange rates,Hourly,2.293
788,2013-01-01,Poland,In 2015 constant prices at 2015 USD exchange rates,Hourly,2.4219999
789,2014-01-01,Poland,In 2015 constant prices at 2015 USD exchange rates,Hourly,2.5420001
790,2015-01-01,Poland,In 2015 constant prices at 2015 USD exchange rates,Hourly,2.671
791,2016-01-01,Poland,In 2015 constant prices at 2015 USD exchange rates,Hourly,2.8429999
792,2006-01-01,Czech Republic,In 2015 constant prices at 2015 USD PPPs,Annual,7991.7749
793,2007-01-01,Czech Republic,In 2015 constant prices at 2015 USD PPPs,Annual,8007.124
794,2008-01-01,Czech Republic,In 2015 constant prices at 2015 USD PPPs,Annual,7529.7798
795,2009-01-01,Czech Republic,In 2015 constant prices at 2015 USD PPPs,Annual,7452.7759
796,2010-01-01,Czech Republic,In 2015 constant prices at 2015 USD PPPs,Annual,7345.2349
797,2011-01-01,Czech Republic,In 2015 constant prices at 2015 USD PPPs,Annual,7206.2412
798,2012-01-01,Czech Republic,In 2015 constant prices at 2015 USD PPPs,Annual,6976.4521
799,2013-01-01,Czech Republic,In 2015 constant prices at 2015 USD PPPs,Annual,7057.999
800,2014-01-01,Czech Republic,In 2015 constant prices at 2015 USD PPPs,Annual,7283.0771
801,2015-01-01,Czech Republic,In 2015 constant prices at 2015 USD PPPs,Annual,7856.8091
802,2016-01-01,Czech Republic,In 2015 constant prices at 2015 USD PPPs,Annual,8399.0879
803,2006-01-01,Czech Republic,In 2015 constant prices at 2015 USD PPPs,Hourly,3.98087
804,2007-01-01,Czech Republic,In 2015 constant prices at 2015 USD PPPs,Hourly,4.0118999
805,2008-01-01,Czech Republic,In 2015 constant prices at 2015 USD PPPs,Hourly,3.7727301
806,2009-01-01,Czech Republic,In 2015 constant prices at 2015 USD PPPs,Hourly,3.7341499
807,2010-01-01,Czech Republic,In 2015 constant prices at 2015 USD PPPs,Hourly,3.68027
808,2011-01-01,Czech Republic,In 2015 constant prices at 2015 USD PPPs,Hourly,3.61063
809,2012-01-01,Czech Republic,In 2015 constant prices at 2015 USD PPPs,Hourly,3.4954901
810,2013-01-01,Czech Republic,In 2015 constant prices at 2015 USD PPPs,Hourly,3.51825
811,2014-01-01,Czech Republic,In 2015 constant prices at 2015 USD PPPs,Hourly,3.6129799
812,2015-01-01,Czech Republic,In 2015 constant prices at 2015 USD PPPs,Hourly,3.91417
813,2016-01-01,Czech Republic,In 2015 constant prices at 2015 USD PPPs,Hourly,4.1500502
814,2006-01-01,Czech Republic,In 2015 constant prices at 2015 USD exchange rates,Annual,4565.1299
815,2007-01-01,Czech Republic,In 2015 constant prices at 2015 USD exchange rates,Annual,4573.8979
816,2008-01-01,Czech Republic,In 2015 constant prices at 2015 USD exchange rates,Annual,4301.2251
817,2009-01-01,Czech Republic,In 2015 constant prices at 2015 USD exchange rates,Annual,4257.2378
818,2010-01-01,Czech Republic,In 2015 constant prices at 2015 USD exchange rates,Annual,4195.8071
819,2011-01-01,Czech Republic,In 2015 constant prices at 2015 USD exchange rates,Annual,4116.4102
820,2012-01-01,Czech Republic,In 2015 constant prices at 2015 USD exchange rates,Annual,3985.1479
821,2013-01-01,Czech Republic,In 2015 constant prices at 2015 USD exchange rates,Annual,4031.73
822,2014-01-01,Czech Republic,In 2015 constant prices at 2015 USD exchange rates,Annual,4160.3008
823,2015-01-01,Czech Republic,In 2015 constant prices at 2015 USD exchange rates,Annual,4488.0332
824,2016-01-01,Czech Republic,In 2015 constant prices at 2015 USD exchange rates,Annual,4797.7979
825,2006-01-01,Czech Republic,In 2015 constant prices at 2015 USD exchange rates,Hourly,2.2739999
826,2007-01-01,Czech Republic,In 2015 constant prices at 2015 USD exchange rates,Hourly,2.2920001
827,2008-01-01,Czech Republic,In 2015 constant prices at 2015 USD exchange rates,Hourly,2.155
828,2009-01-01,Czech Republic,In 2015 constant prices at 2015 USD exchange rates,Hourly,2.1329999
829,2010-01-01,Czech Republic,In 2015 constant prices at 2015 USD exchange rates,Hourly,2.102
830,2011-01-01,Czech Republic,In 2015 constant prices at 2015 USD exchange rates,Hourly,2.062
831,2012-01-01,Czech Republic,In 2015 constant prices at 2015 USD exchange rates,Hourly,1.997
832,2013-01-01,Czech Republic,In 2015 constant prices at 2015 USD exchange rates,Hourly,2.01
833,2014-01-01,Czech Republic,In 2015 constant prices at 2015 USD exchange rates,Hourly,2.0639999
834,2015-01-01,Czech Republic,In 2015 constant prices at 2015 USD exchange rates,Hourly,2.2360001
835,2016-01-01,Czech Republic,In 2015 constant prices at 2015 USD exchange rates,Hourly,2.3710001
836,2006-01-01,Canada,In 2015 constant prices at 2015 USD PPPs,Annual,13649.689
837,2007-01-01,Canada,In 2015 constant prices at 2015 USD PPPs,Annual,13785.935
838,2008-01-01,Canada,In 2015 constant prices at 2015 USD PPPs,Annual,14342.762
839,2009-01-01,Canada,In 2015 constant prices at 2015 USD PPPs,Annual,15190.474
840,2010-01-01,Canada,In 2015 constant prices at 2015 USD PPPs,Annual,15732.952
841,2011-01-01,Canada,In 2015 constant prices at 2015 USD PPPs,Annual,15778.273
842,2012-01-01,Canada,In 2015 constant prices at 2015 USD PPPs,Annual,16074.195
843,2013-01-01,Canada,In 2015 constant prices at 2015 USD PPPs,Annual,16180.089
844,2014-01-01,Canada,In 2015 constant prices at 2015 USD PPPs,Annual,16284.476
845,2015-01-01,Canada,In 2015 constant prices at 2015 USD PPPs,Annual,16536.828
846,2016-01-01,Canada,In 2015 constant prices at 2015 USD PPPs,Annual,16792.385
847,2006-01-01,Canada,In 2015 constant prices at 2015 USD PPPs,Hourly,6.5623498
848,2007-01-01,Canada,In 2015 constant prices at 2015 USD PPPs,Hourly,6.6278501
849,2008-01-01,Canada,In 2015 constant prices at 2015 USD PPPs,Hourly,6.8955598
850,2009-01-01,Canada,In 2015 constant prices at 2015 USD PPPs,Hourly,7.3031101
851,2010-01-01,Canada,In 2015 constant prices at 2015 USD PPPs,Hourly,7.56392
852,2011-01-01,Canada,In 2015 constant prices at 2015 USD PPPs,Hourly,7.58571
853,2012-01-01,Canada,In 2015 constant prices at 2015 USD PPPs,Hourly,7.7279801
854,2013-01-01,Canada,In 2015 constant prices at 2015 USD PPPs,Hourly,7.7788901
855,2014-01-01,Canada,In 2015 constant prices at 2015 USD PPPs,Hourly,7.8290801
856,2015-01-01,Canada,In 2015 constant prices at 2015 USD PPPs,Hourly,7.9503999
857,2016-01-01,Canada,In 2015 constant prices at 2015 USD PPPs,Hourly,8.0732603
858,2006-01-01,Canada,In 2015 constant prices at 2015 USD exchange rates,Annual,14335.12
859,2007-01-01,Canada,In 2015 constant prices at 2015 USD exchange rates,Annual,14478.207
860,2008-01-01,Canada,In 2015 constant prices at 2015 USD exchange rates,Annual,15062.996
861,2009-01-01,Canada,In 2015 constant prices at 2015 USD exchange rates,Annual,15953.276
862,2010-01-01,Canada,In 2015 constant prices at 2015 USD exchange rates,Annual,16522.996
863,2011-01-01,Canada,In 2015 constant prices at 2015 USD exchange rates,Annual,16570.594
864,2012-01-01,Canada,In 2015 constant prices at 2015 USD exchange rates,Annual,16881.375
865,2013-01-01,Canada,In 2015 constant prices at 2015 USD exchange rates,Annual,16992.586
866,2014-01-01,Canada,In 2015 constant prices at 2015 USD exchange rates,Annual,17102.215
867,2015-01-01,Canada,In 2015 constant prices at 2015 USD exchange rates,Annual,17367.238
868,2016-01-01,Canada,In 2015 constant prices at 2015 USD exchange rates,Annual,17635.629
869,2006-01-01,Canada,In 2015 constant prices at 2015 USD exchange rates,Hourly,6.8920002
870,2007-01-01,Canada,In 2015 constant prices at 2015 USD exchange rates,Hourly,6.961
871,2008-01-01,Canada,In 2015 constant prices at 2015 USD exchange rates,Hourly,7.2420001
872,2009-01-01,Canada,In 2015 constant prices at 2015 USD exchange rates,Hourly,7.6700001
873,2010-01-01,Canada,In 2015 constant prices at 2015 USD exchange rates,Hourly,7.9439998
874,2011-01-01,Canada,In 2015 constant prices at 2015 USD exchange rates,Hourly,7.967
875,2012-01-01,Canada,In 2015 constant prices at 2015 USD exchange rates,Hourly,8.1160002
876,2013-01-01,Canada,In 2015 constant prices at 2015 USD exchange rates,Hourly,8.1700001
877,2014-01-01,Canada,In 2015 constant prices at 2015 USD exchange rates,Hourly,8.2220001
878,2015-01-01,Canada,In 2015 constant prices at 2015 USD exchange rates,Hourly,8.3500004
879,2016-01-01,Canada,In 2015 constant prices at 2015 USD exchange rates,Hourly,8.4790001
880,2006-01-01,Korea,In 2015 constant prices at 2015 USD PPPs,Annual,10106.751
881,2007-01-01,Korea,In 2015 constant prices at 2015 USD PPPs,Annual,11065.158
882,2008-01-01,Korea,In 2015 constant prices at 2015 USD PPPs,Annual,11452.012
883,2009-01-01,Korea,In 2015 constant prices at 2015 USD PPPs,Annual,11824.705
884,2010-01-01,Korea,In 2015 constant prices at 2015 USD PPPs,Annual,11802.974
885,2011-01-01,Korea,In 2015 constant prices at 2015 USD PPPs,Annual,11925.931
886,2012-01-01,Korea,In 2015 constant prices at 2015 USD PPPs,Annual,11442.349
887,2013-01-01,Korea,In 2015 constant prices at 2015 USD PPPs,Annual,11985.897
888,2014-01-01,Korea,In 2015 constant prices at 2015 USD PPPs,Annual,12687.348
889,2015-01-01,Korea,In 2015 constant prices at 2015 USD PPPs,Annual,13493.088
890,2016-01-01,Korea,In 2015 constant prices at 2015 USD PPPs,Annual,14440.917
891,2006-01-01,Korea,In 2015 constant prices at 2015 USD PPPs,Hourly,3.72668
892,2007-01-01,Korea,In 2015 constant prices at 2015 USD PPPs,Hourly,4.08007
893,2008-01-01,Korea,In 2015 constant prices at 2015 USD PPPs,Hourly,4.2227201
894,2009-01-01,Korea,In 2015 constant prices at 2015 USD PPPs,Hourly,4.3601398
895,2010-01-01,Korea,In 2015 constant prices at 2015 USD PPPs,Hourly,4.3521299
896,2011-01-01,Korea,In 2015 constant prices at 2015 USD PPPs,Hourly,4.39747
897,2012-01-01,Korea,In 2015 constant prices at 2015 USD PPPs,Hourly,4.5623398
898,2013-01-01,Korea,In 2015 constant prices at 2015 USD PPPs,Hourly,4.7790699
899,2014-01-01,Korea,In 2015 constant prices at 2015 USD PPPs,Hourly,5.0587502
900,2015-01-01,Korea,In 2015 constant prices at 2015 USD PPPs,Hourly,5.3800201
901,2016-01-01,Korea,In 2015 constant prices at 2015 USD PPPs,Hourly,5.7579398
902,2006-01-01,Korea,In 2015 constant prices at 2015 USD exchange rates,Annual,9266.9941
903,2007-01-01,Korea,In 2015 constant prices at 2015 USD exchange rates,Annual,10145.768
904,2008-01-01,Korea,In 2015 constant prices at 2015 USD exchange rates,Annual,10500.479
905,2009-01-01,Korea,In 2015 constant prices at 2015 USD exchange rates,Annual,10842.205
906,2010-01-01,Korea,In 2015 constant prices at 2015 USD exchange rates,Annual,10822.279
907,2011-01-01,Korea,In 2015 constant prices at 2015 USD exchange rates,Annual,10935.02
908,2012-01-01,Korea,In 2015 constant prices at 2015 USD exchange rates,Annual,10491.618
909,2013-01-01,Korea,In 2015 constant prices at 2015 USD exchange rates,Annual,10990.004
910,2014-01-01,Korea,In 2015 constant prices at 2015 USD exchange rates,Annual,11633.172
911,2015-01-01,Korea,In 2015 constant prices at 2015 USD exchange rates,Annual,12371.964
912,2016-01-01,Korea,In 2015 constant prices at 2015 USD exchange rates,Annual,13241.039
913,2006-01-01,Korea,In 2015 constant prices at 2015 USD exchange rates,Hourly,3.4170001
914,2007-01-01,Korea,In 2015 constant prices at 2015 USD exchange rates,Hourly,3.7409999
915,2008-01-01,Korea,In 2015 constant prices at 2015 USD exchange rates,Hourly,3.872
916,2009-01-01,Korea,In 2015 constant prices at 2015 USD exchange rates,Hourly,3.9979999
917,2010-01-01,Korea,In 2015 constant prices at 2015 USD exchange rates,Hourly,3.9909999
918,2011-01-01,Korea,In 2015 constant prices at 2015 USD exchange rates,Hourly,4.0320001
919,2012-01-01,Korea,In 2015 constant prices at 2015 USD exchange rates,Hourly,4.1830001
920,2013-01-01,Korea,In 2015 constant prices at 2015 USD exchange rates,Hourly,4.382
921,2014-01-01,Korea,In 2015 constant prices at 2015 USD exchange rates,Hourly,4.638
922,2015-01-01,Korea,In 2015 constant prices at 2015 USD exchange rates,Hourly,4.9330001
923,2016-01-01,Korea,In 2015 constant prices at 2015 USD exchange rates,Hourly,5.2800002
924,2006-01-01,Slovenia,In 2015 constant prices at 2015 USD PPPs,Annual,11273.049
