,GEO,AGE,UNIT,SEX,INDIC_EM,Value,DATE
6122,European Union (15 countries),From 15 to 24 years,Thousand persons,Males,Active population,10843.0,2011-01-01
6123,European Union (15 countries),From 15 to 24 years,Thousand persons,Males,Total employment (resident population concept - LFS),8494.0,2011-01-01
6124,European Union (15 countries),From 15 to 24 years,Thousand persons,Females,Active population,9483.0,2011-01-01
6125,European Union (15 countries),From 15 to 24 years,Thousand persons,Females,Total employment (resident population concept - LFS),7586.0,2011-01-01
6126,European Union (15 countries),From 15 to 24 years,Percentage of total population,Total,Active population,45.7,2011-01-01
6127,European Union (15 countries),From 15 to 24 years,Percentage of total population,Total,Total employment (resident population concept - LFS),36.2,2011-01-01
6128,European Union (15 countries),From 15 to 24 years,Percentage of total population,Males,Active population,48.2,2011-01-01
6129,European Union (15 countries),From 15 to 24 years,Percentage of total population,Males,Total employment (resident population concept - LFS),37.7,2011-01-01
6130,European Union (15 countries),From 15 to 24 years,Percentage of total population,Females,Active population,43.2,2011-01-01
6131,European Union (15 countries),From 15 to 24 years,Percentage of total population,Females,Total employment (resident population concept - LFS),34.6,2011-01-01
6132,European Union (15 countries),From 25 to 54 years,Thousand persons,Total,Active population,141424.0,2011-01-01
6133,European Union (15 countries),From 25 to 54 years,Thousand persons,Total,Total employment (resident population concept - LFS),129203.0,2011-01-01
6134,European Union (15 countries),From 25 to 54 years,Thousand persons,Males,Active population,76155.0,2011-01-01
6135,European Union (15 countries),From 25 to 54 years,Thousand persons,Males,Total employment (resident population concept - LFS),69754.0,2011-01-01
6136,European Union (15 countries),From 25 to 54 years,Thousand persons,Females,Active population,65269.0,2011-01-01
6137,European Union (15 countries),From 25 to 54 years,Thousand persons,Females,Total employment (resident population concept - LFS),59450.0,2011-01-01
6138,European Union (15 countries),From 25 to 54 years,Percentage of total population,Total,Active population,85.3,2011-01-01
6139,European Union (15 countries),From 25 to 54 years,Percentage of total population,Total,Total employment (resident population concept - LFS),77.9,2011-01-01
6140,European Union (15 countries),From 25 to 54 years,Percentage of total population,Males,Active population,92.1,2011-01-01
6141,European Union (15 countries),From 25 to 54 years,Percentage of total population,Males,Total employment (resident population concept - LFS),84.4,2011-01-01
6142,European Union (15 countries),From 25 to 54 years,Percentage of total population,Females,Active population,78.5,2011-01-01
6143,European Union (15 countries),From 25 to 54 years,Percentage of total population,Females,Total employment (resident population concept - LFS),71.5,2011-01-01
6144,European Union (15 countries),From 55 to 64 years,Thousand persons,Total,Active population,25547.0,2011-01-01
6145,European Union (15 countries),From 55 to 64 years,Thousand persons,Total,Total employment (resident population concept - LFS),23848.0,2011-01-01
6146,European Union (15 countries),From 55 to 64 years,Thousand persons,Males,Active population,14381.0,2011-01-01
6147,European Union (15 countries),From 55 to 64 years,Thousand persons,Males,Total employment (resident population concept - LFS),13352.0,2011-01-01
6148,European Union (15 countries),From 55 to 64 years,Thousand persons,Females,Active population,11167.0,2011-01-01
6149,European Union (15 countries),From 55 to 64 years,Thousand persons,Females,Total employment (resident population concept - LFS),10496.0,2011-01-01
6150,European Union (15 countries),From 55 to 64 years,Percentage of total population,Total,Active population,52.9,2011-01-01
6151,European Union (15 countries),From 55 to 64 years,Percentage of total population,Total,Total employment (resident population concept - LFS),49.4,2011-01-01
6152,European Union (15 countries),From 55 to 64 years,Percentage of total population,Males,Active population,60.9,2011-01-01
6153,European Union (15 countries),From 55 to 64 years,Percentage of total population,Males,Total employment (resident population concept - LFS),56.6,2011-01-01
6154,European Union (15 countries),From 55 to 64 years,Percentage of total population,Females,Active population,45.2,2011-01-01
6155,European Union (15 countries),From 55 to 64 years,Percentage of total population,Females,Total employment (resident population concept - LFS),42.4,2011-01-01
6156,Euro area (19 countries),From 15 to 24 years,Thousand persons,Total,Active population,15308.0,2011-01-01
6157,Euro area (19 countries),From 15 to 24 years,Thousand persons,Total,Total employment (resident population concept - LFS),12064.0,2011-01-01
6158,Euro area (19 countries),From 15 to 24 years,Thousand persons,Males,Active population,8264.0,2011-01-01
6159,Euro area (19 countries),From 15 to 24 years,Thousand persons,Males,Total employment (resident population concept - LFS),6489.0,2011-01-01
6160,Euro area (19 countries),From 15 to 24 years,Thousand persons,Females,Active population,7044.0,2011-01-01
6161,Euro area (19 countries),From 15 to 24 years,Thousand persons,Females,Total employment (resident population concept - LFS),5575.0,2011-01-01
6162,Euro area (19 countries),From 15 to 24 years,Percentage of total population,Total,Active population,41.7,2011-01-01
6163,Euro area (19 countries),From 15 to 24 years,Percentage of total population,Total,Total employment (resident population concept - LFS),32.9,2011-01-01
6164,Euro area (19 countries),From 15 to 24 years,Percentage of total population,Males,Active population,44.4,2011-01-01
6165,Euro area (19 countries),From 15 to 24 years,Percentage of total population,Males,Total employment (resident population concept - LFS),34.9,2011-01-01
6166,Euro area (19 countries),From 15 to 24 years,Percentage of total population,Females,Active population,39.0,2011-01-01
6167,Euro area (19 countries),From 15 to 24 years,Percentage of total population,Females,Total employment (resident population concept - LFS),30.8,2011-01-01
6168,Euro area (19 countries),From 25 to 54 years,Thousand persons,Total,Active population,119917.0,2011-01-01
6169,Euro area (19 countries),From 25 to 54 years,Thousand persons,Total,Total employment (resident population concept - LFS),108683.0,2011-01-01
6170,Euro area (19 countries),From 25 to 54 years,Thousand persons,Males,Active population,64711.0,2011-01-01
6171,Euro area (19 countries),From 25 to 54 years,Thousand persons,Males,Total employment (resident population concept - LFS),58842.0,2011-01-01
6172,Euro area (19 countries),From 25 to 54 years,Thousand persons,Females,Active population,55205.0,2011-01-01
6173,Euro area (19 countries),From 25 to 54 years,Thousand persons,Females,Total employment (resident population concept - LFS),49841.0,2011-01-01
6174,Euro area (19 countries),From 25 to 54 years,Percentage of total population,Total,Active population,85.2,2011-01-01
6175,Euro area (19 countries),From 25 to 54 years,Percentage of total population,Total,Total employment (resident population concept - LFS),77.3,2011-01-01
6176,Euro area (19 countries),From 25 to 54 years,Percentage of total population,Males,Active population,92.2,2011-01-01
6177,Euro area (19 countries),From 25 to 54 years,Percentage of total population,Males,Total employment (resident population concept - LFS),83.8,2011-01-01
6178,Euro area (19 countries),From 25 to 54 years,Percentage of total population,Females,Active population,78.3,2011-01-01
6179,Euro area (19 countries),From 25 to 54 years,Percentage of total population,Females,Total employment (resident population concept - LFS),70.7,2011-01-01
6180,Euro area (19 countries),From 55 to 64 years,Thousand persons,Total,Active population,20766.0,2011-01-01
6181,Euro area (19 countries),From 55 to 64 years,Thousand persons,Total,Total employment (resident population concept - LFS),19256.0,2011-01-01
6182,Euro area (19 countries),From 55 to 64 years,Thousand persons,Males,Active population,11715.0,2011-01-01
6183,Euro area (19 countries),From 55 to 64 years,Thousand persons,Males,Total employment (resident population concept - LFS),10823.0,2011-01-01
6184,Euro area (19 countries),From 55 to 64 years,Thousand persons,Females,Active population,9052.0,2011-01-01
6185,Euro area (19 countries),From 55 to 64 years,Thousand persons,Females,Total employment (resident population concept - LFS),8434.0,2011-01-01
6186,Euro area (19 countries),From 55 to 64 years,Percentage of total population,Total,Active population,50.7,2011-01-01
6187,Euro area (19 countries),From 55 to 64 years,Percentage of total population,Total,Total employment (resident population concept - LFS),47.0,2011-01-01
6188,Euro area (19 countries),From 55 to 64 years,Percentage of total population,Males,Active population,58.8,2011-01-01
6189,Euro area (19 countries),From 55 to 64 years,Percentage of total population,Males,Total employment (resident population concept - LFS),54.3,2011-01-01
6190,Euro area (19 countries),From 55 to 64 years,Percentage of total population,Females,Active population,43.0,2011-01-01
6191,Euro area (19 countries),From 55 to 64 years,Percentage of total population,Females,Total employment (resident population concept - LFS),40.0,2011-01-01
6192,Euro area (18 countries),From 15 to 24 years,Thousand persons,Total,Active population,15188.0,2011-01-01
6193,Euro area (18 countries),From 15 to 24 years,Thousand persons,Total,Total employment (resident population concept - LFS),11983.0,2011-01-01
6194,Euro area (18 countries),From 15 to 24 years,Thousand persons,Males,Active population,8194.0,2011-01-01
6195,Euro area (18 countries),From 15 to 24 years,Thousand persons,Males,Total employment (resident population concept - LFS),6443.0,2011-01-01
6196,Euro area (18 countries),From 15 to 24 years,Thousand persons,Females,Active population,6994.0,2011-01-01
6197,Euro area (18 countries),From 15 to 24 years,Thousand persons,Females,Total employment (resident population concept - LFS),5539.0,2011-01-01
6198,Euro area (18 countries),From 15 to 24 years,Percentage of total population,Total,Active population,41.9,2011-01-01
6199,Euro area (18 countries),From 15 to 24 years,Percentage of total population,Total,Total employment (resident population concept - LFS),33.0,2011-01-01
6200,Euro area (18 countries),From 15 to 24 years,Percentage of total population,Males,Active population,44.6,2011-01-01
6201,Euro area (18 countries),From 15 to 24 years,Percentage of total population,Males,Total employment (resident population concept - LFS),35.0,2011-01-01
6202,Euro area (18 countries),From 15 to 24 years,Percentage of total population,Females,Active population,39.1,2011-01-01
6203,Euro area (18 countries),From 15 to 24 years,Percentage of total population,Females,Total employment (resident population concept - LFS),31.0,2011-01-01
6204,Euro area (18 countries),From 25 to 54 years,Thousand persons,Total,Active population,118786.0,2011-01-01
6205,Euro area (18 countries),From 25 to 54 years,Thousand persons,Total,Total employment (resident population concept - LFS),107715.0,2011-01-01
6206,Euro area (18 countries),From 25 to 54 years,Thousand persons,Males,Active population,64158.0,2011-01-01
6207,Euro area (18 countries),From 25 to 54 years,Thousand persons,Males,Total employment (resident population concept - LFS),58380.0,2011-01-01
6208,Euro area (18 countries),From 25 to 54 years,Thousand persons,Females,Active population,54628.0,2011-01-01
6209,Euro area (18 countries),From 25 to 54 years,Thousand persons,Females,Total employment (resident population concept - LFS),49335.0,2011-01-01
6210,Euro area (18 countries),From 25 to 54 years,Percentage of total population,Total,Active population,85.2,2011-01-01
6211,Euro area (18 countries),From 25 to 54 years,Percentage of total population,Total,Total employment (resident population concept - LFS),77.3,2011-01-01
6212,Euro area (18 countries),From 25 to 54 years,Percentage of total population,Males,Active population,92.2,2011-01-01
6213,Euro area (18 countries),From 25 to 54 years,Percentage of total population,Males,Total employment (resident population concept - LFS),83.9,2011-01-01
6214,Euro area (18 countries),From 25 to 54 years,Percentage of total population,Females,Active population,78.2,2011-01-01
6215,Euro area (18 countries),From 25 to 54 years,Percentage of total population,Females,Total employment (resident population concept - LFS),70.6,2011-01-01
6216,Euro area (18 countries),From 55 to 64 years,Thousand persons,Total,Active population,20563.0,2011-01-01
6217,Euro area (18 countries),From 55 to 64 years,Thousand persons,Total,Total employment (resident population concept - LFS),19081.0,2011-01-01
6218,Euro area (18 countries),From 55 to 64 years,Thousand persons,Males,Active population,11617.0,2011-01-01
6219,Euro area (18 countries),From 55 to 64 years,Thousand persons,Males,Total employment (resident population concept - LFS),10740.0,2011-01-01
6220,Euro area (18 countries),From 55 to 64 years,Thousand persons,Females,Active population,8947.0,2011-01-01
6221,Euro area (18 countries),From 55 to 64 years,Thousand persons,Females,Total employment (resident population concept - LFS),8340.0,2011-01-01
6222,Euro area (18 countries),From 55 to 64 years,Percentage of total population,Total,Active population,50.6,2011-01-01
6223,Euro area (18 countries),From 55 to 64 years,Percentage of total population,Total,Total employment (resident population concept - LFS),47.0,2011-01-01
6224,Euro area (18 countries),From 55 to 64 years,Percentage of total population,Males,Active population,58.8,2011-01-01
6225,Euro area (18 countries),From 55 to 64 years,Percentage of total population,Males,Total employment (resident population concept - LFS),54.3,2011-01-01
6226,Euro area (18 countries),From 55 to 64 years,Percentage of total population,Females,Active population,42.9,2011-01-01
6227,Euro area (18 countries),From 55 to 64 years,Percentage of total population,Females,Total employment (resident population concept - LFS),40.0,2011-01-01
6228,Euro area (17 countries),From 15 to 24 years,Thousand persons,Total,Active population,15085.0,2011-01-01
6229,Euro area (17 countries),From 15 to 24 years,Thousand persons,Total,Total employment (resident population concept - LFS),11912.0,2011-01-01
6230,Euro area (17 countries),From 15 to 24 years,Thousand persons,Males,Active population,8137.0,2011-01-01
6231,Euro area (17 countries),From 15 to 24 years,Thousand persons,Males,Total employment (resident population concept - LFS),6404.0,2011-01-01
6232,Euro area (17 countries),From 15 to 24 years,Thousand persons,Females,Active population,6948.0,2011-01-01
6233,Euro area (17 countries),From 15 to 24 years,Thousand persons,Females,Total employment (resident population concept - LFS),5508.0,2011-01-01
6234,Euro area (17 countries),From 15 to 24 years,Percentage of total population,Total,Active population,41.9,2011-01-01
6235,Euro area (17 countries),From 15 to 24 years,Percentage of total population,Total,Total employment (resident population concept - LFS),33.1,2011-01-01
6236,Euro area (17 countries),From 15 to 24 years,Percentage of total population,Males,Active population,44.6,2011-01-01
6237,Euro area (17 countries),From 15 to 24 years,Percentage of total population,Males,Total employment (resident population concept - LFS),35.1,2011-01-01
6238,Euro area (17 countries),From 15 to 24 years,Percentage of total population,Females,Active population,39.2,2011-01-01
6239,Euro area (17 countries),From 15 to 24 years,Percentage of total population,Females,Total employment (resident population concept - LFS),31.1,2011-01-01
6240,Euro area (17 countries),From 25 to 54 years,Thousand persons,Total,Active population,118030.0,2011-01-01
6241,Euro area (17 countries),From 25 to 54 years,Thousand persons,Total,Total employment (resident population concept - LFS),107071.0,2011-01-01
6242,Euro area (17 countries),From 25 to 54 years,Thousand persons,Males,Active population,63779.0,2011-01-01
6243,Euro area (17 countries),From 25 to 54 years,Thousand persons,Males,Total employment (resident population concept - LFS),58067.0,2011-01-01
6244,Euro area (17 countries),From 25 to 54 years,Thousand persons,Females,Active population,54251.0,2011-01-01
6245,Euro area (17 countries),From 25 to 54 years,Thousand persons,Females,Total employment (resident population concept - LFS),49004.0,2011-01-01
6246,Euro area (17 countries),From 25 to 54 years,Percentage of total population,Total,Active population,85.2,2011-01-01
6247,Euro area (17 countries),From 25 to 54 years,Percentage of total population,Total,Total employment (resident population concept - LFS),77.3,2011-01-01
6248,Euro area (17 countries),From 25 to 54 years,Percentage of total population,Males,Active population,92.2,2011-01-01
6249,Euro area (17 countries),From 25 to 54 years,Percentage of total population,Males,Total employment (resident population concept - LFS),84.0,2011-01-01
6250,Euro area (17 countries),From 25 to 54 years,Percentage of total population,Females,Active population,78.2,2011-01-01
6251,Euro area (17 countries),From 25 to 54 years,Percentage of total population,Females,Total employment (resident population concept - LFS),70.6,2011-01-01
6252,Euro area (17 countries),From 55 to 64 years,Thousand persons,Total,Active population,20415.0,2011-01-01
6253,Euro area (17 countries),From 55 to 64 years,Thousand persons,Total,Total employment (resident population concept - LFS),18955.0,2011-01-01
6254,Euro area (17 countries),From 55 to 64 years,Thousand persons,Males,Active population,11550.0,2011-01-01
6255,Euro area (17 countries),From 55 to 64 years,Thousand persons,Males,Total employment (resident population concept - LFS),10685.0,2011-01-01
6256,Euro area (17 countries),From 55 to 64 years,Thousand persons,Females,Active population,8865.0,2011-01-01
6257,Euro area (17 countries),From 55 to 64 years,Thousand persons,Females,Total employment (resident population concept - LFS),8270.0,2011-01-01
6258,Euro area (17 countries),From 55 to 64 years,Percentage of total population,Total,Active population,50.6,2011-01-01
6259,Euro area (17 countries),From 55 to 64 years,Percentage of total population,Total,Total employment (resident population concept - LFS),46.9,2011-01-01
6260,Euro area (17 countries),From 55 to 64 years,Percentage of total population,Males,Active population,58.8,2011-01-01
6261,Euro area (17 countries),From 55 to 64 years,Percentage of total population,Males,Total employment (resident population concept - LFS),54.4,2011-01-01
6262,Euro area (17 countries),From 55 to 64 years,Percentage of total population,Females,Active population,42.8,2011-01-01
6263,Euro area (17 countries),From 55 to 64 years,Percentage of total population,Females,Total employment (resident population concept - LFS),39.9,2011-01-01
6264,Belgium,From 15 to 24 years,Thousand persons,Total,Active population,423.0,2011-01-01
6265,Belgium,From 15 to 24 years,Thousand persons,Total,Total employment (resident population concept - LFS),344.0,2011-01-01
6266,Belgium,From 15 to 24 years,Thousand persons,Males,Active population,228.0,2011-01-01
6267,Belgium,From 15 to 24 years,Thousand persons,Males,Total employment (resident population concept - LFS),186.0,2011-01-01
6268,Belgium,From 15 to 24 years,Thousand persons,Females,Active population,195.0,2011-01-01
6269,Belgium,From 15 to 24 years,Thousand persons,Females,Total employment (resident population concept - LFS),158.0,2011-01-01
6270,Belgium,From 15 to 24 years,Percentage of total population,Total,Active population,32.0,2011-01-01
6271,Belgium,From 15 to 24 years,Percentage of total population,Total,Total employment (resident population concept - LFS),26.0,2011-01-01
6272,Belgium,From 15 to 24 years,Percentage of total population,Males,Active population,34.1,2011-01-01
6273,Belgium,From 15 to 24 years,Percentage of total population,Males,Total employment (resident population concept - LFS),27.7,2011-01-01
6274,Belgium,From 15 to 24 years,Percentage of total population,Females,Active population,29.8,2011-01-01
6275,Belgium,From 15 to 24 years,Percentage of total population,Females,Total employment (resident population concept - LFS),24.2,2011-01-01
6276,Belgium,From 25 to 54 years,Thousand persons,Total,Active population,3846.0,2011-01-01
6277,Belgium,From 25 to 54 years,Thousand persons,Total,Total employment (resident population concept - LFS),3601.0,2011-01-01
6278,Belgium,From 25 to 54 years,Thousand persons,Males,Active population,2073.0,2011-01-01
6279,Belgium,From 25 to 54 years,Thousand persons,Males,Total employment (resident population concept - LFS),1940.0,2011-01-01
6280,Belgium,From 25 to 54 years,Thousand persons,Females,Active population,1773.0,2011-01-01
6281,Belgium,From 25 to 54 years,Thousand persons,Females,Total employment (resident population concept - LFS),1661.0,2011-01-01
6282,Belgium,From 25 to 54 years,Percentage of total population,Total,Active population,84.7,2011-01-01
6283,Belgium,From 25 to 54 years,Percentage of total population,Total,Total employment (resident population concept - LFS),79.3,2011-01-01
6284,Belgium,From 25 to 54 years,Percentage of total population,Males,Active population,90.7,2011-01-01
6285,Belgium,From 25 to 54 years,Percentage of total population,Males,Total employment (resident population concept - LFS),84.9,2011-01-01
6286,Belgium,From 25 to 54 years,Percentage of total population,Females,Active population,78.7,2011-01-01
6287,Belgium,From 25 to 54 years,Percentage of total population,Females,Total employment (resident population concept - LFS),73.8,2011-01-01
6288,Belgium,From 55 to 64 years,Thousand persons,Total,Active population,548.0,2011-01-01
6289,Belgium,From 55 to 64 years,Thousand persons,Total,Total employment (resident population concept - LFS),526.0,2011-01-01
6290,Belgium,From 55 to 64 years,Thousand persons,Males,Active population,322.0,2011-01-01
6291,Belgium,From 55 to 64 years,Thousand persons,Males,Total employment (resident population concept - LFS),309.0,2011-01-01
6292,Belgium,From 55 to 64 years,Thousand persons,Females,Active population,226.0,2011-01-01
6293,Belgium,From 55 to 64 years,Thousand persons,Females,Total employment (resident population concept - LFS),217.0,2011-01-01
6294,Belgium,From 55 to 64 years,Percentage of total population,Total,Active population,40.3,2011-01-01
6295,Belgium,From 55 to 64 years,Percentage of total population,Total,Total employment (resident population concept - LFS),38.7,2011-01-01
6296,Belgium,From 55 to 64 years,Percentage of total population,Males,Active population,47.8,2011-01-01
6297,Belgium,From 55 to 64 years,Percentage of total population,Males,Total employment (resident population concept - LFS),46.0,2011-01-01
6298,Belgium,From 55 to 64 years,Percentage of total population,Females,Active population,33.0,2011-01-01
6299,Belgium,From 55 to 64 years,Percentage of total population,Females,Total employment (resident population concept - LFS),31.6,2011-01-01
6300,Bulgaria,From 15 to 24 years,Thousand persons,Total,Active population,254.0,2011-01-01
6301,Bulgaria,From 15 to 24 years,Thousand persons,Total,Total employment (resident population concept - LFS),190.0,2011-01-01
6302,Bulgaria,From 15 to 24 years,Thousand persons,Males,Active population,150.0,2011-01-01
6303,Bulgaria,From 15 to 24 years,Thousand persons,Males,Total employment (resident population concept - LFS),111.0,2011-01-01
6304,Bulgaria,From 15 to 24 years,Thousand persons,Females,Active population,104.0,2011-01-01
6305,Bulgaria,From 15 to 24 years,Thousand persons,Females,Total employment (resident population concept - LFS),79.0,2011-01-01
6306,Bulgaria,From 15 to 24 years,Percentage of total population,Total,Active population,29.5,2011-01-01
6307,Bulgaria,From 15 to 24 years,Percentage of total population,Total,Total employment (resident population concept - LFS),22.1,2011-01-01
6308,Bulgaria,From 15 to 24 years,Percentage of total population,Males,Active population,33.9,2011-01-01
6309,Bulgaria,From 15 to 24 years,Percentage of total population,Males,Total employment (resident population concept - LFS),25.1,2011-01-01
6310,Bulgaria,From 15 to 24 years,Percentage of total population,Females,Active population,24.8,2011-01-01
6311,Bulgaria,From 15 to 24 years,Percentage of total population,Females,Total employment (resident population concept - LFS),19.0,2011-01-01
6312,Bulgaria,From 25 to 54 years,Thousand persons,Total,Active population,2529.0,2011-01-01
6313,Bulgaria,From 25 to 54 years,Thousand persons,Total,Total employment (resident population concept - LFS),2263.0,2011-01-01
6314,Bulgaria,From 25 to 54 years,Thousand persons,Males,Active population,1332.0,2011-01-01
6315,Bulgaria,From 25 to 54 years,Thousand persons,Males,Total employment (resident population concept - LFS),1178.0,2011-01-01
6316,Bulgaria,From 25 to 54 years,Thousand persons,Females,Active population,1197.0,2011-01-01
6317,Bulgaria,From 25 to 54 years,Thousand persons,Females,Total employment (resident population concept - LFS),1085.0,2011-01-01
6318,Bulgaria,From 25 to 54 years,Percentage of total population,Total,Active population,81.9,2011-01-01
6319,Bulgaria,From 25 to 54 years,Percentage of total population,Total,Total employment (resident population concept - LFS),73.3,2011-01-01
6320,Bulgaria,From 25 to 54 years,Percentage of total population,Males,Active population,84.5,2011-01-01
6321,Bulgaria,From 25 to 54 years,Percentage of total population,Males,Total employment (resident population concept - LFS),74.7,2011-01-01
6322,Bulgaria,From 25 to 54 years,Percentage of total population,Females,Active population,79.3,2011-01-01
6323,Bulgaria,From 25 to 54 years,Percentage of total population,Females,Total employment (resident population concept - LFS),71.9,2011-01-01
6324,Bulgaria,From 55 to 64 years,Thousand persons,Total,Active population,520.0,2011-01-01
6325,Bulgaria,From 55 to 64 years,Thousand persons,Total,Total employment (resident population concept - LFS),474.0,2011-01-01
6326,Bulgaria,From 55 to 64 years,Thousand persons,Males,Active population,278.0,2011-01-01
6327,Bulgaria,From 55 to 64 years,Thousand persons,Males,Total employment (resident population concept - LFS),252.0,2011-01-01
6328,Bulgaria,From 55 to 64 years,Thousand persons,Females,Active population,242.0,2011-01-01
6329,Bulgaria,From 55 to 64 years,Thousand persons,Females,Total employment (resident population concept - LFS),222.0,2011-01-01
6330,Bulgaria,From 55 to 64 years,Percentage of total population,Total,Active population,48.9,2011-01-01
6331,Bulgaria,From 55 to 64 years,Percentage of total population,Total,Total employment (resident population concept - LFS),44.6,2011-01-01
6332,Bulgaria,From 55 to 64 years,Percentage of total population,Males,Active population,55.8,2011-01-01
6333,Bulgaria,From 55 to 64 years,Percentage of total population,Males,Total employment (resident population concept - LFS),50.5,2011-01-01
6334,Bulgaria,From 55 to 64 years,Percentage of total population,Females,Active population,42.8,2011-01-01
6335,Bulgaria,From 55 to 64 years,Percentage of total population,Females,Total employment (resident population concept - LFS),39.4,2011-01-01
6336,Czech Republic,From 15 to 24 years,Thousand persons,Total,Active population,369.0,2011-01-01
6337,Czech Republic,From 15 to 24 years,Thousand persons,Total,Total employment (resident population concept - LFS),303.0,2011-01-01
6338,Czech Republic,From 15 to 24 years,Thousand persons,Males,Active population,224.0,2011-01-01
6339,Czech Republic,From 15 to 24 years,Thousand persons,Males,Total employment (resident population concept - LFS),184.0,2011-01-01
6340,Czech Republic,From 15 to 24 years,Thousand persons,Females,Active population,145.0,2011-01-01
6341,Czech Republic,From 15 to 24 years,Thousand persons,Females,Total employment (resident population concept - LFS),119.0,2011-01-01
6342,Czech Republic,From 15 to 24 years,Percentage of total population,Total,Active population,29.9,2011-01-01
6343,Czech Republic,From 15 to 24 years,Percentage of total population,Total,Total employment (resident population concept - LFS),24.5,2011-01-01
6344,Czech Republic,From 15 to 24 years,Percentage of total population,Males,Active population,35.5,2011-01-01
6345,Czech Republic,From 15 to 24 years,Percentage of total population,Males,Total employment (resident population concept - LFS),29.0,2011-01-01
6346,Czech Republic,From 15 to 24 years,Percentage of total population,Females,Active population,24.1,2011-01-01
6347,Czech Republic,From 15 to 24 years,Percentage of total population,Females,Total employment (resident population concept - LFS),19.8,2011-01-01
6348,Czech Republic,From 25 to 54 years,Thousand persons,Total,Active population,4019.0,2011-01-01
6349,Czech Republic,From 25 to 54 years,Thousand persons,Total,Total employment (resident population concept - LFS),3781.0,2011-01-01
6350,Czech Republic,From 25 to 54 years,Thousand persons,Males,Active population,2227.0,2011-01-01
6351,Czech Republic,From 25 to 54 years,Thousand persons,Males,Total employment (resident population concept - LFS),2124.0,2011-01-01
6352,Czech Republic,From 25 to 54 years,Thousand persons,Females,Active population,1792.0,2011-01-01
6353,Czech Republic,From 25 to 54 years,Thousand persons,Females,Total employment (resident population concept - LFS),1657.0,2011-01-01
6354,Czech Republic,From 25 to 54 years,Percentage of total population,Total,Active population,88.0,2011-01-01
6355,Czech Republic,From 25 to 54 years,Percentage of total population,Total,Total employment (resident population concept - LFS),82.8,2011-01-01
6356,Czech Republic,From 25 to 54 years,Percentage of total population,Males,Active population,95.3,2011-01-01
6357,Czech Republic,From 25 to 54 years,Percentage of total population,Males,Total employment (resident population concept - LFS),90.9,2011-01-01
6358,Czech Republic,From 25 to 54 years,Percentage of total population,Females,Active population,80.4,2011-01-01
6359,Czech Republic,From 25 to 54 years,Percentage of total population,Females,Total employment (resident population concept - LFS),74.3,2011-01-01
6360,Czech Republic,From 55 to 64 years,Thousand persons,Total,Active population,757.0,2011-01-01
6361,Czech Republic,From 55 to 64 years,Thousand persons,Total,Total employment (resident population concept - LFS),713.0,2011-01-01
6362,Czech Republic,From 55 to 64 years,Thousand persons,Males,Active population,452.0,2011-01-01
6363,Czech Republic,From 55 to 64 years,Thousand persons,Males,Total employment (resident population concept - LFS),425.0,2011-01-01
6364,Czech Republic,From 55 to 64 years,Thousand persons,Females,Active population,305.0,2011-01-01
6365,Czech Republic,From 55 to 64 years,Thousand persons,Females,Total employment (resident population concept - LFS),288.0,2011-01-01
6366,Czech Republic,From 55 to 64 years,Percentage of total population,Total,Active population,50.6,2011-01-01
6367,Czech Republic,From 55 to 64 years,Percentage of total population,Total,Total employment (resident population concept - LFS),47.7,2011-01-01
6368,Czech Republic,From 55 to 64 years,Percentage of total population,Males,Active population,62.6,2011-01-01
6369,Czech Republic,From 55 to 64 years,Percentage of total population,Males,Total employment (resident population concept - LFS),58.9,2011-01-01
6370,Czech Republic,From 55 to 64 years,Percentage of total population,Females,Active population,39.4,2011-01-01
6371,Czech Republic,From 55 to 64 years,Percentage of total population,Females,Total employment (resident population concept - LFS),37.2,2011-01-01
6372,Denmark,From 15 to 24 years,Thousand persons,Total,Active population,462.0,2011-01-01
6373,Denmark,From 15 to 24 years,Thousand persons,Total,Total employment (resident population concept - LFS),396.0,2011-01-01
6374,Denmark,From 15 to 24 years,Thousand persons,Males,Active population,236.0,2011-01-01
6375,Denmark,From 15 to 24 years,Thousand persons,Males,Total employment (resident population concept - LFS),199.0,2011-01-01
6376,Denmark,From 15 to 24 years,Thousand persons,Females,Active population,226.0,2011-01-01
6377,Denmark,From 15 to 24 years,Thousand persons,Females,Total employment (resident population concept - LFS),197.0,2011-01-01
6378,Denmark,From 15 to 24 years,Percentage of total population,Total,Active population,67.1,2011-01-01
6379,Denmark,From 15 to 24 years,Percentage of total population,Total,Total employment (resident population concept - LFS),57.5,2011-01-01
6380,Denmark,From 15 to 24 years,Percentage of total population,Males,Active population,67.1,2011-01-01
6381,Denmark,From 15 to 24 years,Percentage of total population,Males,Total employment (resident population concept - LFS),56.6,2011-01-01
6382,Denmark,From 15 to 24 years,Percentage of total population,Females,Active population,67.1,2011-01-01
6383,Denmark,From 15 to 24 years,Percentage of total population,Females,Total employment (resident population concept - LFS),58.5,2011-01-01
6384,Denmark,From 25 to 54 years,Thousand persons,Total,Active population,1956.0,2011-01-01
6385,Denmark,From 25 to 54 years,Thousand persons,Total,Total employment (resident population concept - LFS),1826.0,2011-01-01
6386,Denmark,From 25 to 54 years,Thousand persons,Males,Active population,1022.0,2011-01-01
6387,Denmark,From 25 to 54 years,Thousand persons,Males,Total employment (resident population concept - LFS),958.0,2011-01-01
